cod;nombre;provincia;ccaa;pob2025;sup_km2;densidad;pob_0_15;pob_16_64;pct_16_64;pob_65_mas;pct_65_mas;es_zona_rural;paro_total;paro_h_m25;paro_h_25_44;paro_h_m45;paro_m_m25;paro_m_25_44;paro_m_m45;paro_agri;paro_indus;paro_constr;paro_serv;paro_sin_emp;tasa_paro_est;contr_total;contr_h_indef;contr_h_temp;contr_m_indef;contr_m_temp;contr_agri;contr_indus;contr_constr;contr_serv;anio_pob;anio_edad;anio_sup;anio_paro
14027;Fernán-Núñez;Córdoba;Andalucía;9670;30.18;320.41;1376;6210;64.2;2064;21.3;NO;495;28;80;121;21;119;126;52;35;44;324;40;8.0;138;32;55;13;35;43;8;15;72;2025;2025;2020;Abril 2026
14028;Fuente la Lancha;Córdoba;Andalucía;330;7.83;42.15;37;195;59.1;98;29.7;SI;23;2;2;2;2;5;8;0;2;2;18;2;11.8;2;0;2;0;2;2;;2;;2025;2025;2020;Abril 2026
14029;Fuente Obejuna;Córdoba;Andalucía;4309;591.39;7.29;405;2639;61.2;1275;29.6;SI;434;16;47;102;6;83;180;46;21;46;299;22;16.4;62;18;19;5;16;20;2;17;24;2025;2025;2020;Abril 2026
14030;Fuente Palmera;Córdoba;Andalucía;9883;65.38;151.16;1660;6403;64.8;1869;18.9;NO;380;13;54;83;10;92;128;50;32;54;224;20;5.9;428;160;73;73;115;140;13;54;221;2025;2025;2020;Abril 2026
14031;Fuente-Tójar;Córdoba;Andalucía;666;23.66;28.15;71;414;62.2;181;27.2;SI;22;2;2;6;0;2;8;2;2;0;17;0;5.3;37;2;17;0;17;11;2;2;24;2025;2025;2020;Abril 2026
14032;Granjuela, La;Córdoba;Andalucía;412;56.15;7.34;39;252;61.2;123;29.9;SI;44;2;2;8;2;2;27;2;2;17;21;2;17.5;21;0;9;0;12;;;13;8;2025;2025;2020;Abril 2026
14033;Guadalcázar;Córdoba;Andalucía;1589;72.37;21.96;266;1063;66.9;254;16.0;SI;102;7;9;22;2;32;28;5;2;2;86;6;9.6;32;6;15;5;6;2;13;6;11;2025;2025;2020;Abril 2026
14034;Guijo, El;Córdoba;Andalucía;342;67.28;5.08;40;181;52.9;120;35.1;SI;16;2;6;2;2;2;2;2;;0;14;;8.8;16;2;2;0;11;;;2;15;2025;2025;2020;Abril 2026
14035;Hinojosa del Duque;Córdoba;Andalucía;6534;531.43;12.3;822;3908;59.8;1803;27.6;SI;495;20;60;72;16;109;218;23;36;46;350;40;12.7;108;16;44;5;37;37;14;11;46;2025;2025;2020;Abril 2026
14036;Hornachuelos;Córdoba;Andalucía;4383;909.2;4.82;587;2835;64.7;952;21.7;SI;221;11;20;41;18;57;74;28;7;29;144;13;7.8;471;49;290;11;118;372;2;48;49;2025;2025;2020;Abril 2026
14037;Iznájar;Córdoba;Andalucía;3676;136.55;26.92;357;2215;60.3;1097;29.8;SI;67;2;7;14;5;21;17;11;5;2;44;2;3.0;474;245;141;33;51;404;9;21;40;2025;2025;2020;Abril 2026
14038;Lucena;Córdoba;Andalucía;43408;352.05;123.3;6993;29069;67.0;7348;16.9;NO;2631;122;246;464;105;700;994;206;423;116;1592;294;9.1;1145;462;243;226;193;375;254;64;452;2025;2025;2020;Abril 2026
14039;Luque;Córdoba;Andalucía;2796;140.69;19.87;308;1774;63.4;722;25.8;SI;105;6;10;15;2;26;44;7;14;7;70;7;5.9;94;21;39;10;19;46;12;14;22;2025;2025;2020;Abril 2026
14040;Montalbán de Córdoba;Córdoba;Andalucía;4401;34.05;129.25;621;2758;62.7;1023;23.2;NO;100;2;12;18;2;34;29;14;10;9;60;7;3.6;330;49;156;21;100;281;9;11;29;2025;2025;2020;Abril 2026
14041;Montemayor;Córdoba;Andalucía;3859;57.96;66.58;518;2517;65.2;859;22.3;SI;144;7;19;33;6;38;41;14;11;13;97;9;5.7;115;9;45;2;53;51;11;31;22;2025;2025;2020;Abril 2026
14042;Montilla;Córdoba;Andalucía;22305;169.03;131.96;2836;14301;64.1;5055;22.7;NO;1138;40;146;217;27;271;437;111;125;79;721;102;8.0;606;94;230;85;172;171;106;65;264;2025;2025;2020;Abril 2026
14043;Montoro;Córdoba;Andalucía;9004;585.55;15.38;1306;5850;65.0;1856;20.6;SI;350;10;28;66;19;99;128;50;31;29;218;22;6.0;206;49;66;27;59;57;14;59;76;2025;2025;2020;Abril 2026
14044;Monturque;Córdoba;Andalucía;1929;32.54;59.28;274;1263;65.5;390;20.2;SI;85;6;7;18;2;30;21;12;12;8;47;6;6.7;47;8;12;2;18;7;5;2;34;2025;2025;2020;Abril 2026
14045;Moriles;Córdoba;Andalucía;3667;19.59;187.19;526;2445;66.7;691;18.8;NO;156;5;22;41;9;38;41;14;11;27;91;13;6.4;60;21;9;16;12;25;5;12;18;2025;2025;2020;Abril 2026
14046;Nueva Carteya;Córdoba;Andalucía;5235;69.33;75.51;726;3402;65.0;1116;21.3;SI;102;5;23;17;8;25;24;15;2;7;59;18;3.0;176;21;89;5;58;115;2;35;22;2025;2025;2020;Abril 2026
14047;Obejo;Córdoba;Andalucía;2101;215.35;9.76;273;1470;70.0;358;17.0;SI;156;8;16;33;9;34;56;7;9;27;102;11;10.6;35;2;9;2;22;7;;18;10;2025;2025;2020;Abril 2026
14048;Palenciana;Córdoba;Andalucía;1431;16.13;88.72;190;925;64.6;315;22.0;SI;64;2;8;8;5;21;18;15;2;2;39;2;6.9;39;2;30;2;6;32;2;;6;2025;2025;2020;Abril 2026
14049;Palma del Río;Córdoba;Andalucía;20438;200.19;102.09;2957;13439;65.8;4139;20.3;NO;939;37;100;170;51;252;329;133;41;63;622;80;7.0;982;202;406;83;279;462;8;41;471;2025;2025;2020;Abril 2026
14050;Pedro Abad;Córdoba;Andalucía;2794;23.46;119.1;391;1778;63.6;628;22.5;NO;138;2;17;33;7;28;52;12;10;20;91;5;7.8;69;17;28;5;18;12;9;21;27;2025;2025;2020;Abril 2026
14051;Pedroche;Córdoba;Andalucía;1441;121.65;11.85;138;830;57.6;471;32.7;SI;72;2;9;16;2;20;24;2;2;13;49;2;8.7;36;2;16;0;18;6;;18;12;2025;2025;2020;Abril 2026
14052;Peñarroya-Pueblonuevo;Córdoba;Andalucía;10244;64.88;157.89;1232;6208;60.6;2812;27.5;NO;1082;36;145;232;30;263;376;52;52;85;791;102;17.4;116;25;21;23;43;2;8;9;96;2025;2025;2020;Abril 2026
14053;Posadas;Córdoba;Andalucía;7273;160.28;45.38;1065;4720;64.9;1494;20.5;SI;398;23;40;65;21;105;144;45;16;23;275;39;8.4;308;55;145;32;70;171;5;39;93;2025;2025;2020;Abril 2026
14054;Pozoblanco;Córdoba;Andalucía;16931;329.91;51.32;2464;10884;64.3;3570;21.1;SI;1006;39;105;181;47;233;401;92;72;77;665;100;9.2;445;64;156;29;181;46;86;20;293;2025;2025;2020;Abril 2026
14055;Priego de Córdoba;Córdoba;Andalucía;21764;288.27;75.5;2848;13938;64.0;4945;22.7;SI;1114;30;122;206;31;258;467;77;181;51;701;104;8.0;793;204;255;38;283;347;15;22;409;2025;2025;2020;Abril 2026
14056;Puente Genil;Córdoba;Andalucía;29963;171.05;175.17;4600;19621;65.5;5756;19.2;NO;1986;79;268;327;95;518;699;287;240;125;1124;210;10.1;743;222;219;70;208;134;234;90;285;2025;2025;2020;Abril 2026
14057;Rambla, La;Córdoba;Andalucía;7412;135.67;54.63;1012;4895;66.0;1537;20.7;SI;324;12;46;68;15;89;94;32;45;26;200;21;6.6;274;62;122;17;69;134;39;49;52;2025;2025;2020;Abril 2026
14058;Rute;Córdoba;Andalucía;9824;131.93;74.46;1362;6297;64.1;2157;22.0;SI;352;15;49;83;22;80;103;34;48;32;193;45;5.6;449;188;158;40;56;339;22;43;45;2025;2025;2020;Abril 2026
14059;San Sebastián de los Ballesteros;Córdoba;Andalucía;865;10.51;82.3;120;530;61.3;213;24.6;SI;28;0;2;13;0;7;7;0;2;8;15;2;5.3;23;0;11;2;11;5;;7;11;2025;2025;2020;Abril 2026
14060;Santaella;Córdoba;Andalucía;4641;225.8;20.55;792;2885;62.2;1004;21.6;SI;126;11;16;22;9;35;33;17;13;9;81;6;4.4;273;68;118;33;52;176;19;6;72;2025;2025;2020;Abril 2026
14061;Santa Eufemia;Córdoba;Andalucía;685;187.34;3.66;36;373;54.5;277;40.4;SI;37;2;2;6;2;6;19;2;0;5;30;;9.9;16;2;7;0;7;2;;5;9;2025;2025;2020;Abril 2026
14062;Torrecampo;Córdoba;Andalucía;992;196.54;5.05;67;581;58.6;343;34.6;SI;40;0;2;10;2;8;17;6;0;8;24;2;6.9;17;0;8;2;8;2;;;16;2025;2025;2020;Abril 2026
14063;Valenzuela;Córdoba;Andalucía;1030;19.04;54.1;80;606;58.8;346;33.6;SI;18;2;2;2;2;2;9;2;2;2;10;2;3.0;76;19;56;0;2;74;;;2;2025;2025;2020;Abril 2026
14064;Valsequillo;Córdoba;Andalucía;351;122.03;2.88;31;197;56.1;124;35.3;SI;23;2;0;2;0;6;11;2;0;2;20;2;11.7;20;2;5;0;13;2;;10;7;2025;2025;2020;Abril 2026
14065;Victoria, La;Córdoba;Andalucía;2320;19.44;119.34;368;1476;63.6;479;20.6;NO;112;9;8;39;7;28;21;12;8;16;71;5;7.6;28;0;13;2;13;2;2;10;13;2025;2025;2020;Abril 2026
14066;Villa del Río;Córdoba;Andalucía;6852;22.07;310.47;1008;4411;64.4;1428;20.8;NO;407;15;50;92;25;79;146;57;95;25;207;23;9.2;198;33;79;13;64;24;32;72;70;2025;2025;2020;Abril 2026
14067;Villafranca de Córdoba;Córdoba;Andalucía;4895;58.32;83.93;811;3227;65.9;862;17.6;SI;257;6;15;56;12;55;113;13;28;18;186;12;8.0;184;16;95;7;61;52;30;52;50;2025;2025;2020;Abril 2026
14068;Villaharta;Córdoba;Andalucía;630;11.96;52.68;49;386;61.3;193;30.6;SI;45;2;7;9;2;5;20;2;2;0;38;2;11.7;27;2;9;2;14;2;;;26;2025;2025;2020;Abril 2026
14069;Villanueva de Córdoba;Córdoba;Andalucía;8328;429.52;19.39;1035;5175;62.1;2112;25.4;SI;389;16;56;90;14;106;107;52;20;30;270;17;7.5;160;15;69;11;62;58;2;10;89;2025;2025;2020;Abril 2026
14070;Villanueva del Duque;Córdoba;Andalucía;1409;137.55;10.24;152;793;56.3;464;32.9;SI;67;2;9;17;0;13;26;2;2;11;50;2;8.4;25;2;6;0;14;2;2;2;17;2025;2025;2020;Abril 2026
14071;Villanueva del Rey;Córdoba;Andalucía;1031;215.8;4.78;126;607;58.9;297;28.8;SI;86;2;7;14;2;22;38;6;5;6;64;5;14.2;34;2;14;2;16;6;2;11;16;2025;2025;2020;Abril 2026
14072;Villaralto;Córdoba;Andalucía;1059;24.18;43.8;98;577;54.5;379;35.8;SI;39;2;2;10;2;8;16;5;2;2;29;2;6.8;28;2;9;2;15;2;2;19;7;2025;2025;2020;Abril 2026
14073;Villaviciosa de Córdoba;Córdoba;Andalucía;3043;468.75;6.49;323;1841;60.5;885;29.1;SI;227;7;19;56;8;46;91;32;11;36;135;13;12.3;38;2;17;5;11;8;5;10;15;2025;2025;2020;Abril 2026
14074;Viso, El;Córdoba;Andalucía;2499;254.42;9.82;284;1513;60.5;701;28.1;SI;141;12;18;28;10;30;43;15;8;8;93;17;9.3;65;8;16;5;36;5;2;32;26;2025;2025;2020;Abril 2026
14075;Zuheros;Córdoba;Andalucía;596;42.29;14.09;39;383;64.3;174;29.2;SI;16;0;2;2;0;2;10;2;0;0;14;;4.2;23;5;2;0;13;2;2;9;9;2025;2025;2020;Abril 2026
14901;Fuente Carreteros;Córdoba;Andalucía;1073;9.35;114.76;144;681;63.5;248;23.1;NO;29;0;2;9;2;2;11;2;2;2;20;2;4.3;;;;;;;;;;2025;2025;2020;Abril 2026
14902;Guijarrosa, La;Córdoba;Andalucía;1358;45.66;29.74;203;859;63.3;313;23.0;SI;40;2;2;10;2;9;15;7;8;2;23;2;4.7;14;2;2;2;9;2;;;13;2025;2025;2020;Abril 2026
15001;Abegondo;Coruña, A;Galicia;5631;83.9;67.12;607;3304;58.7;1720;30.5;SI;168;2;21;45;2;30;67;7;19;9;123;10;5.1;312;9;133;12;155;5;150;16;141;2025;2025;2020;Abril 2026
15002;Ames;Coruña, A;Galicia;33276;80.1;415.43;5114;23148;69.6;4951;14.9;NO;1125;36;171;247;17;253;401;15;77;63;858;112;4.9;708;71;255;74;294;2;27;16;663;2025;2025;2020;Abril 2026
15003;Aranga;Coruña, A;Galicia;1793;119.59;14.99;136;950;53.0;707;39.4;SI;48;2;10;16;;7;14;0;2;0;40;2;5.1;18;2;9;2;5;2;5;;12;2025;2025;2020;Abril 2026
15004;Ares;Coruña, A;Galicia;6275;18.31;342.71;650;3844;61.3;1769;28.2;NO;255;7;30;75;2;43;97;7;23;22;176;27;6.6;48;9;15;8;12;2;2;;45;2025;2025;2020;Abril 2026
15005;Arteixo;Coruña, A;Galicia;34403;93.68;367.24;4918;23172;67.4;6299;18.3;NO;1370;42;221;320;19;275;493;17;117;99;992;145;5.9;975;142;281;116;415;6;196;43;730;2025;2025;2020;Abril 2026
15006;Arzúa;Coruña, A;Galicia;5916;155.48;38.05;608;3461;58.5;1862;31.5;SI;136;2;22;39;2;24;46;8;17;9;92;10;3.9;138;17;47;29;41;2;7;5;123;2025;2025;2020;Abril 2026
15007;Baña, A;Coruña, A;Galicia;3239;98.19;32.99;250;1716;53.0;1273;39.3;SI;115;2;11;39;2;18;44;7;13;9;77;9;6.7;13;2;2;2;2;2;2;2;8;2025;2025;2020;Abril 2026
15008;Bergondo;Coruña, A;Galicia;7135;32.72;218.06;825;4216;59.1;2080;29.2;NO;238;5;32;73;6;40;82;5;17;9;187;20;5.6;447;106;176;36;104;8;58;67;314;2025;2025;2020;Abril 2026
15009;Betanzos;Coruña, A;Galicia;13533;24.21;558.98;1605;8557;63.2;3346;24.7;NO;572;12;69;127;13;127;224;16;34;30;432;60;6.7;268;55;91;27;87;2;16;22;228;2025;2025;2020;Abril 2026
15010;Boimorto;Coruña, A;Galicia;1803;82.34;21.9;117;1016;56.4;671;37.2;SI;39;2;2;10;2;5;18;2;2;2;27;2;3.8;17;2;0;6;6;6;2;;10;2025;2025;2020;Abril 2026
15011;Boiro;Coruña, A;Galicia;18967;86.58;219.07;2302;12191;64.3;4465;23.5;NO;554;14;87;151;11;120;171;27;69;51;366;41;4.5;321;49;111;52;100;8;119;10;184;2025;2025;2020;Abril 2026
15012;Boqueixón;Coruña, A;Galicia;4219;73.18;57.65;526;2579;61.1;1136;26.9;SI;80;2;9;15;2;13;41;2;7;2;62;5;3.1;51;13;22;5;8;7;11;8;25;2025;2025;2020;Abril 2026
15013;Brión;Coruña, A;Galicia;8192;74.73;109.62;1202;5200;63.5;1788;21.8;NO;208;2;30;60;6;36;72;2;20;12;154;19;4.0;81;6;27;5;41;;2;2;78;2025;2025;2020;Abril 2026
15014;Cabana de Bergantiños;Coruña, A;Galicia;4067;100.23;40.58;339;2188;53.8;1541;37.9;SI;95;2;14;18;2;18;43;2;21;2;64;2;4.3;16;2;2;6;2;2;2;2;9;2025;2025;2020;Abril 2026
15015;Cabanas;Coruña, A;Galicia;3287;30.3;108.48;261;1871;56.9;1141;34.7;NO;106;2;11;36;0;18;40;2;2;6;86;8;5.7;95;51;16;6;16;;17;35;43;2025;2025;2020;Abril 2026
15016;Camariñas;Coruña, A;Galicia;5075;51.6;98.35;482;2902;57.2;1683;33.2;SI;198;6;20;43;0;40;89;15;16;18;133;16;6.8;118;42;29;14;32;28;;8;82;2025;2025;2020;Abril 2026
15017;Cambre;Coruña, A;Galicia;24765;40.74;607.88;3100;16537;66.8;5134;20.7;NO;1055;24;121;262;17;180;451;10;91;77;794;83;6.4;347;101;102;51;77;2;34;47;262;2025;2025;2020;Abril 2026
15018;Capela, A;Coruña, A;Galicia;1165;58.0;20.09;100;670;57.5;394;33.8;SI;43;0;2;15;2;2;20;2;6;2;28;2;6.4;5;0;2;2;2;;;;5;2025;2025;2020;Abril 2026
15019;Carballo;Coruña, A;Galicia;32120;186.09;172.6;4185;19798;61.6;8112;25.3;NO;1548;30;171;319;31;334;663;25;294;172;913;144;7.8;404;103;91;66;118;9;55;48;292;2025;2025;2020;Abril 2026
15020;Carnota;Coruña, A;Galicia;3780;70.9;53.31;298;1978;52.3;1501;39.7;SI;140;2;13;53;0;13;58;8;12;16;101;2;7.1;156;6;64;0;85;98;15;2;41;2025;2025;2020;Abril 2026
15021;Carral;Coruña, A;Galicia;6840;48.03;142.41;939;4296;62.8;1601;23.4;NO;232;7;26;50;2;67;78;7;26;16;164;19;5.4;83;25;17;16;20;6;25;10;42;2025;2025;2020;Abril 2026
15022;Cedeira;Coruña, A;Galicia;6547;85.42;76.64;654;3918;59.8;2001;30.6;SI;268;5;32;81;2;52;94;14;24;12;198;20;6.8;70;23;12;11;23;17;2;2;49;2025;2025;2020;Abril 2026
15023;Cee;Coruña, A;Galicia;7731;57.45;134.57;884;4698;60.8;2149;27.8;NO;328;6;40;68;7;72;135;14;25;26;230;33;7.0;75;17;20;8;25;2;2;8;60;2025;2025;2020;Abril 2026
15024;Cerceda;Coruña, A;Galicia;5116;111.27;45.98;627;2947;57.6;1539;30.1;SI;140;2;22;31;2;32;52;2;17;14;102;6;4.8;97;23;34;5;27;6;53;8;30;2025;2025;2020;Abril 2026
15025;Cerdido;Coruña, A;Galicia;1006;52.72;19.08;79;547;54.4;381;37.9;SI;41;0;5;17;2;6;12;2;7;2;25;2;7.5;10;8;0;2;0;10;;;;2025;2025;2020;Abril 2026
15027;Coirós;Coruña, A;Galicia;1945;33.6;57.89;257;1072;55.1;612;31.5;SI;56;2;10;14;;17;14;2;9;2;39;2;5.2;58;8;39;2;8;;19;5;34;2025;2025;2020;Abril 2026
15028;Corcubión;Coruña, A;Galicia;1659;6.52;254.45;142;1009;60.8;505;30.4;NO;65;0;9;15;2;10;30;2;2;2;56;0;6.4;31;2;9;2;16;2;;;30;2025;2025;2020;Abril 2026
15029;Coristanco;Coruña, A;Galicia;5710;141.28;40.42;531;3089;54.1;2088;36.6;SI;227;6;21;53;2;38;106;11;50;27;123;16;7.3;54;7;23;2;22;2;7;2;41;2025;2025;2020;Abril 2026
15030;Coruña, A;Coruña, A;Galicia;251543;37.83;6649.3;29953;156882;62.4;64442;25.6;NO;11966;240;1779;3192;250;2282;4223;130;663;654;9182;1337;7.6;9617;1153;3565;1171;3480;62;552;218;8785;2025;2025;2020;Abril 2026
15031;Culleredo;Coruña, A;Galicia;31254;61.73;506.3;4287;20773;66.5;6172;19.7;NO;1321;26;151;344;21;234;545;9;111;77;1008;116;6.4;539;133;192;55;137;;105;46;388;2025;2025;2020;Abril 2026
15032;Curtis;Coruña, A;Galicia;4242;116.7;36.35;510;2566;60.5;1157;27.3;SI;122;5;13;21;2;26;53;6;14;8;78;16;4.8;109;28;24;12;33;16;14;6;73;2025;2025;2020;Abril 2026
15033;Dodro;Coruña, A;Galicia;2589;36.12;71.68;262;1492;57.6;850;32.8;SI;67;;10;17;0;16;24;5;5;2;50;2;4.5;26;2;14;2;7;;14;;12;2025;2025;2020;Abril 2026
15034;Dumbría;Coruña, A;Galicia;2716;125.19;21.7;214;1525;56.1;979;36.0;SI;80;2;10;16;2;11;41;9;7;6;54;2;5.2;73;6;25;6;35;5;2;5;62;2025;2025;2020;Abril 2026
15035;Fene;Coruña, A;Galicia;12467;26.31;473.85;1227;7342;58.9;3893;31.2;NO;528;8;84;147;2;85;200;7;54;34;391;42;7.2;88;13;26;11;31;;11;7;70;2025;2025;2020;Abril 2026
15036;Ferrol;Coruña, A;Galicia;64367;82.65;778.79;6677;39012;60.6;19214;29.9;NO;3619;113;488;913;110;749;1246;85;230;220;2469;615;9.3;950;101;266;102;426;5;83;49;813;2025;2025;2020;Abril 2026
15037;Fisterra;Coruña, A;Galicia;4666;29.43;158.55;426;2888;61.9;1376;29.5;NO;157;5;23;41;6;31;51;15;11;10;112;9;5.4;102;14;36;13;38;5;;5;92;2025;2025;2020;Abril 2026
15038;Frades;Coruña, A;Galicia;2117;81.56;25.96;186;1202;56.8;758;35.8;SI;47;0;8;14;2;9;15;2;7;2;29;5;3.9;27;6;17;2;2;2;2;;21;2025;2025;2020;Abril 2026
15039;Irixoa;Coruña, A;Galicia;1343;68.59;19.58;91;776;57.8;471;35.1;SI;52;2;6;19;0;6;20;2;2;2;44;0;6.7;8;2;2;2;0;;2;2;6;2025;2025;2020;Abril 2026
15040;Laxe;Coruña, A;Galicia;2883;36.78;78.38;266;1616;56.1;999;34.7;SI;114;0;12;20;2;25;54;5;13;6;83;7;7.1;17;8;5;2;2;5;2;;11;2025;2025;2020;Abril 2026
15041;Laracha, A;Coruña, A;Galicia;11781;125.95;93.54;1469;7134;60.6;3170;26.9;SI;320;6;40;82;6;47;139;7;51;25;220;17;4.5;100;24;18;19;33;2;9;7;82;2025;2025;2020;Abril 2026
15042;Lousame;Coruña, A;Galicia;3056;93.65;32.63;288;1740;56.9;1032;33.8;SI;91;2;9;32;2;14;32;7;8;7;64;5;5.2;18;5;5;2;6;2;2;;13;2025;2025;2020;Abril 2026
15043;Malpica de Bergantiños;Coruña, A;Galicia;5232;61.22;85.46;360;3012;57.6;1875;35.8;SI;217;2;25;59;2;31;97;6;65;20;115;11;7.2;43;12;13;7;11;7;2;2;31;2025;2025;2020;Abril 2026
15044;Mañón;Coruña, A;Galicia;1218;82.21;14.82;80;669;54.9;466;38.3;SI;43;2;7;15;2;5;13;2;2;2;34;2;6.4;25;2;10;5;9;;;;25;2025;2025;2020;Abril 2026
15045;Mazaricos;Coruña, A;Galicia;3721;187.3;19.87;293;2007;53.9;1430;38.4;SI;88;2;10;28;2;23;23;13;10;12;45;8;4.4;49;24;9;6;10;21;2;7;19;2025;2025;2020;Abril 2026
15046;Melide;Coruña, A;Galicia;7817;101.3;77.17;981;4785;61.2;2074;26.5;SI;238;5;37;57;2;60;75;19;19;14;160;26;5.0;100;26;20;24;26;5;2;2;89;2025;2025;2020;Abril 2026
15047;Mesía;Coruña, A;Galicia;2367;107.21;22.08;212;1285;54.3;869;36.7;SI;56;0;2;19;2;13;20;2;11;5;33;2;4.4;25;12;2;2;5;6;10;2;5;2025;2025;2020;Abril 2026
15048;Miño;Coruña, A;Galicia;7108;32.97;215.59;970;4451;62.6;1685;23.7;NO;253;2;28;91;5;43;83;2;21;20;191;19;5.7;52;2;18;5;20;;2;2;49;2025;2025;2020;Abril 2026
15049;Moeche;Coruña, A;Galicia;1194;48.5;24.62;106;652;54.6;445;37.3;SI;29;;7;5;2;5;11;0;5;0;24;0;4.4;17;2;2;2;9;2;2;;15;2025;2025;2020;Abril 2026
15050;Monfero;Coruña, A;Galicia;1816;171.67;10.58;174;982;54.1;658;36.2;SI;27;;5;14;0;6;2;2;2;2;19;2;2.7;10;2;2;2;2;2;2;2;2;2025;2025;2020;Abril 2026
15051;Mugardos;Coruña, A;Galicia;5203;12.77;407.44;495;3115;59.9;1589;30.5;NO;232;2;37;60;2;37;91;7;23;17;172;13;7.4;45;2;23;2;16;;12;2;32;2025;2025;2020;Abril 2026
15052;Muxía;Coruña, A;Galicia;4326;121.19;35.7;359;2386;55.2;1581;36.5;SI;121;5;18;38;2;21;35;6;10;15;82;8;5.1;65;24;17;2;16;18;2;10;36;2025;2025;2020;Abril 2026
15053;Muros;Coruña, A;Galicia;8173;72.91;112.1;732;4609;56.4;2830;34.6;NO;258;5;35;81;2;40;94;19;18;30;176;15;5.6;83;23;20;11;27;10;2;2;67;2025;2025;2020;Abril 2026
15054;Narón;Coruña, A;Galicia;39953;66.91;597.12;5338;25639;64.2;8913;22.3;NO;1768;52;207;397;34;417;661;23;152;113;1261;219;6.9;666;119;191;74;248;;92;84;490;2025;2025;2020;Abril 2026
15055;Neda;Coruña, A;Galicia;4925;24.46;201.35;484;2864;58.2;1571;31.9;NO;180;2;24;58;2;31;62;2;20;12;129;18;6.3;50;2;14;7;22;;7;2;42;2025;2025;2020;Abril 2026
15056;Negreira;Coruña, A;Galicia;6969;115.1;60.55;888;4272;61.3;1803;25.9;SI;262;2;30;58;7;65;99;6;28;18;180;30;6.1;70;21;17;10;21;2;2;7;57;2025;2025;2020;Abril 2026
15057;Noia;Coruña, A;Galicia;14123;37.21;379.55;1554;8579;60.7;3975;28.1;NO;460;21;55;117;12;103;152;22;37;32;328;41;5.4;203;54;47;29;66;10;5;22;166;2025;2025;2020;Abril 2026
15058;Oleiros;Coruña, A;Galicia;38793;43.66;888.52;5782;24347;62.8;8621;22.2;NO;1230;22;189;334;14;200;471;11;80;71;979;89;5.1;453;77;98;109;151;2;19;23;407;2025;2025;2020;Abril 2026
15059;Ordes;Coruña, A;Galicia;12990;157.23;82.62;1683;7975;61.4;3312;25.5;SI;438;12;50;74;2;100;198;14;57;33;280;54;5.5;183;20;58;24;77;9;9;15;150;2025;2025;2020;Abril 2026
15060;Oroso;Coruña, A;Galicia;7776;72.59;107.12;1138;5243;67.4;1389;17.9;NO;267;8;32;52;5;55;115;7;28;19;185;28;5.1;154;25;65;16;39;2;10;2;138;2025;2025;2020;Abril 2026
15061;Ortigueira;Coruña, A;Galicia;5384;209.6;25.69;388;2945;54.7;2091;38.8;SI;239;2;24;74;5;42;93;17;18;11;177;16;8.1;49;6;19;9;13;;2;2;43;2025;2025;2020;Abril 2026
15062;Outes;Coruña, A;Galicia;5998;99.74;60.14;519;3240;54.0;2234;37.2;SI;167;2;28;49;2;30;57;10;18;15;112;12;5.2;68;11;22;8;25;2;2;5;59;2025;2025;2020;Abril 2026
15064;Paderne;Coruña, A;Galicia;2450;39.83;61.51;236;1411;57.6;813;33.2;SI;71;2;13;19;2;18;19;2;8;2;59;2;5.0;15;0;2;2;7;2;2;;13;2025;2025;2020;Abril 2026
15065;Padrón;Coruña, A;Galicia;8334;48.37;172.3;987;5175;62.1;2162;25.9;NO;305;5;32;88;2;64;112;7;34;15;224;25;5.9;417;50;169;47;140;;105;12;300;2025;2025;2020;Abril 2026
15066;Pino, O;Coruña, A;Galicia;4589;132.15;34.73;533;2732;59.5;1323;28.8;SI;112;2;22;25;2;24;39;10;13;5;80;2;4.1;89;20;26;20;18;2;10;2;72;2025;2025;2020;Abril 2026
15067;Pobra do Caramiñal, A;Coruña, A;Galicia;9126;32.51;280.71;984;5782;63.4;2356;25.8;NO;270;6;39;74;2;50;98;7;24;14;209;16;4.7;268;26;83;44;97;2;168;2;95;2025;2025;2020;Abril 2026
15068;Ponteceso;Coruña, A;Galicia;5268;91.97;57.28;472;2932;55.7;1856;35.2;SI;149;2;13;39;2;32;59;7;26;15;93;8;5.1;47;10;18;8;9;2;2;7;34;2025;2025;2020;Abril 2026
15069;Pontedeume;Coruña, A;Galicia;7431;29.26;253.96;788;4426;59.6;2214;29.8;NO;294;2;40;96;7;44;103;5;31;23;209;26;6.6;115;21;29;11;52;2;16;7;91;2025;2025;2020;Abril 2026
15070;Pontes de García Rodríguez, As;Coruña, A;Galicia;9796;249.37;39.28;1098;5791;59.1;2898;29.6;SI;277;2;43;80;6;40;107;5;40;16;197;19;4.8;244;29;132;25;51;;54;114;76;2025;2025;2020;Abril 2026
15071;Porto do Son;Coruña, A;Galicia;9060;94.58;95.79;986;5442;60.1;2631;29.0;SI;258;9;33;64;2;55;96;13;20;23;189;13;4.7;55;15;13;20;6;13;6;5;31;2025;2025;2020;Abril 2026
15072;Rianxo;Coruña, A;Galicia;10758;58.79;182.99;1209;6563;61.0;2983;27.7;NO;323;5;41;81;2;66;127;18;65;16;202;22;4.9;64;15;12;13;18;6;8;2;46;2025;2025;2020;Abril 2026
