cod;nombre;provincia;ccaa;pob2025;sup_km2;densidad;pob_0_15;pob_16_64;pct_16_64;pob_65_mas;pct_65_mas;es_zona_rural;paro_total;paro_h_m25;paro_h_25_44;paro_h_m45;paro_m_m25;paro_m_25_44;paro_m_m45;paro_agri;paro_indus;paro_constr;paro_serv;paro_sin_emp;tasa_paro_est;contr_total;contr_h_indef;contr_h_temp;contr_m_indef;contr_m_temp;contr_agri;contr_indus;contr_constr;contr_serv;anio_pob;anio_edad;anio_sup;anio_paro
28095;Navalagamella;Madrid;Comunidad de Madrid;3169;76.05;41.67;529;2210;69.7;431;13.6;SI;156;9;22;33;2;38;51;2;8;11;112;22;7.1;8;2;2;2;2;;2;;7;2025;2025;2020;Abril 2026
28096;Navalcarnero;Madrid;Comunidad de Madrid;33331;100.22;332.58;6627;22313;66.9;4412;13.2;NO;1463;73;194;254;68;351;523;12;96;113;1136;106;6.6;368;91;102;51;112;;26;35;307;2025;2025;2020;Abril 2026
28097;Navarredonda y San Mamés;Madrid;Comunidad de Madrid;163;27.44;5.94;16;102;62.6;47;28.8;SI;11;;2;2;2;2;2;;2;2;9;;10.8;2;0;2;2;0;;;;2;2025;2025;2020;Abril 2026
28099;Navas del Rey;Madrid;Comunidad de Madrid;3420;50.78;67.35;528;2253;65.9;643;18.8;SI;197;10;25;54;6;44;58;2;9;24;143;20;8.7;11;5;2;2;2;2;;2;6;2025;2025;2020;Abril 2026
28100;Nuevo Baztán;Madrid;Comunidad de Madrid;7429;20.2;367.77;1114;5205;70.1;1175;15.8;NO;353;14;48;91;8;59;133;2;26;40;267;16;6.8;18;7;5;2;2;;2;5;10;2025;2025;2020;Abril 2026
28101;Olmeda de las Fuentes;Madrid;Comunidad de Madrid;429;16.57;25.89;74;295;68.8;65;15.2;SI;20;2;2;8;;2;8;;2;;18;2;6.8;2;0;0;0;2;2;;;2;2025;2025;2020;Abril 2026
28102;Orusco de Tajuña;Madrid;Comunidad de Madrid;1531;21.51;71.18;218;998;65.2;319;20.8;SI;97;6;12;29;5;16;29;2;13;10;68;2;9.7;2;;;0;2;;;;2;2025;2025;2020;Abril 2026
28104;Paracuellos de Jarama;Madrid;Comunidad de Madrid;27650;43.92;629.55;6292;18743;67.8;2614;9.5;NO;767;25;84;178;17;142;321;23;47;47;627;23;4.1;185;63;32;50;33;2;24;18;142;2025;2025;2020;Abril 2026
28106;Parla;Madrid;Comunidad de Madrid;137471;24.51;5608.77;25614;93075;67.7;19323;14.1;NO;6815;302;934;1310;272;1666;2331;45;454;634;4951;731;7.3;903;375;138;179;182;7;94;206;596;2025;2025;2020;Abril 2026
28107;Patones;Madrid;Comunidad de Madrid;617;34.47;17.9;81;324;52.5;213;34.5;SI;12;0;2;2;2;2;2;;2;2;9;2;3.7;7;2;0;2;2;;;;7;2025;2025;2020;Abril 2026
28108;Pedrezuela;Madrid;Comunidad de Madrid;6606;28.35;233.02;1263;4504;68.2;837;12.7;NO;273;10;31;83;7;48;94;2;12;15;230;14;6.1;40;13;9;2;12;;2;2;33;2025;2025;2020;Abril 2026
28109;Pelayos de la Presa;Madrid;Comunidad de Madrid;3195;7.58;421.5;477;2093;65.5;622;19.5;NO;231;9;36;51;13;48;74;2;14;18;172;24;11.0;32;7;7;9;8;2;2;2;24;2025;2025;2020;Abril 2026
28110;Perales de Tajuña;Madrid;Comunidad de Madrid;3260;48.92;66.64;508;2198;67.4;551;16.9;SI;210;2;21;43;6;51;85;2;19;13;159;17;9.6;21;5;6;2;5;2;2;2;14;2025;2025;2020;Abril 2026
28111;Pezuela de las Torres;Madrid;Comunidad de Madrid;1008;41.44;24.32;172;633;62.8;198;19.6;SI;38;2;6;8;2;8;13;0;2;2;32;2;6.0;5;;;2;2;2;;;2;2025;2025;2020;Abril 2026
28112;Pinilla del Valle;Madrid;Comunidad de Madrid;200;25.84;7.74;15;123;61.5;62;31.0;SI;5;;0;0;2;2;2;;;0;5;;4.1;2;;;2;0;;;;2;2025;2025;2020;Abril 2026
28113;Pinto;Madrid;Comunidad de Madrid;56651;62.04;913.14;9593;38869;68.6;8130;14.4;NO;2295;110;272;378;84;512;939;12;181;133;1800;169;5.9;1333;312;439;147;370;2;168;113;1051;2025;2025;2020;Abril 2026
28114;Piñuécar-Gandullas;Madrid;Comunidad de Madrid;183;18.19;10.06;20;124;67.8;40;21.9;SI;8;;2;2;;0;2;0;;;8;;6.5;2;2;0;0;2;;;2;2;2025;2025;2020;Abril 2026
28115;Pozuelo de Alarcón;Madrid;Comunidad de Madrid;89770;43.2;2078.01;14451;57323;63.9;17700;19.7;NO;1884;35;247;546;29;286;741;2;98;81;1658;44;3.3;2954;540;859;670;810;2;36;70;2846;2025;2025;2020;Abril 2026
28116;Pozuelo del Rey;Madrid;Comunidad de Madrid;1302;31.0;42.0;262;905;69.5;145;11.1;SI;57;2;2;11;2;10;27;0;5;2;45;2;6.3;8;2;2;2;2;;;2;7;2025;2025;2020;Abril 2026
28117;Prádena del Rincón;Madrid;Comunidad de Madrid;146;22.48;6.49;15;100;68.5;31;21.2;SI;6;;2;2;2;2;2;;2;2;2;;6.0;2;;;0;2;;;;2;2025;2025;2020;Abril 2026
28118;Puebla de la Sierra;Madrid;Comunidad de Madrid;98;57.7;1.7;7;67;68.4;25;25.5;SI;5;;2;2;;0;2;2;0;2;2;;7.5;2;0;2;0;2;;;2;2;2025;2025;2020;Abril 2026
28119;Quijorna;Madrid;Comunidad de Madrid;4044;25.71;157.29;679;2801;69.3;534;13.2;NO;147;2;21;41;6;22;55;2;12;11;120;2;5.2;27;14;2;2;7;2;;5;21;2025;2025;2020;Abril 2026
28120;Rascafría;Madrid;Comunidad de Madrid;1704;150.28;11.34;150;1041;61.1;507;29.8;SI;66;2;8;15;2;14;26;2;2;6;55;2;6.3;25;2;6;7;9;;2;2;22;2025;2025;2020;Abril 2026
28121;Redueña;Madrid;Comunidad de Madrid;288;12.87;22.38;30;206;71.5;51;17.7;SI;11;0;2;2;0;2;2;0;;2;10;;5.3;;;;;;;;;;2025;2025;2020;Abril 2026
28122;Ribatejada;Madrid;Comunidad de Madrid;905;31.82;28.44;115;643;71.0;167;18.5;SI;53;2;7;12;;7;24;2;9;2;38;2;8.2;21;2;9;2;10;;;2;20;2025;2025;2020;Abril 2026
28123;Rivas-Vaciamadrid;Madrid;Comunidad de Madrid;103148;67.38;1530.84;19936;71249;69.1;12058;11.7;NO;3747;167;555;691;115;792;1427;12;199;213;3105;218;5.3;1335;432;265;288;307;;52;115;1168;2025;2025;2020;Abril 2026
28124;Robledillo de la Jara;Madrid;Comunidad de Madrid;118;20.35;5.8;9;88;74.6;22;18.6;SI;10;2;2;2;;2;2;;;2;8;2;11.4;2;2;0;;;;;2;;2025;2025;2020;Abril 2026
28125;Robledo de Chavela;Madrid;Comunidad de Madrid;4818;93.01;51.8;628;3252;67.5;994;20.6;SI;241;10;22;61;10;48;90;2;8;22;178;29;7.4;55;8;9;12;25;;;12;43;2025;2025;2020;Abril 2026
28126;Robregordo;Madrid;Comunidad de Madrid;79;18.03;4.38;9;46;58.2;24;30.4;SI;5;;2;2;0;2;;2;;;2;;10.9;;;;;;;;;;2025;2025;2020;Abril 2026
28127;Rozas de Madrid, Las;Madrid;Comunidad de Madrid;99037;58.31;1698.46;17273;66031;66.7;16275;16.4;NO;2443;43;309;683;44;388;976;6;98;83;2187;69;3.7;1915;564;331;634;350;2;43;71;1800;2025;2025;2020;Abril 2026
28128;Rozas de Puerto Real;Madrid;Comunidad de Madrid;579;30.15;19.2;47;368;63.6;167;28.8;SI;28;2;7;8;;2;7;2;2;2;22;0;7.6;6;0;2;2;2;;;;6;2025;2025;2020;Abril 2026
28129;San Agustín del Guadalix;Madrid;Comunidad de Madrid;13825;38.28;361.15;2460;9691;70.1;1796;13.0;NO;478;13;52;129;7;81;196;0;23;26;422;7;4.9;233;76;47;58;44;2;102;22;108;2025;2025;2020;Abril 2026
28130;San Fernando de Henares;Madrid;Comunidad de Madrid;39059;39.86;979.9;5020;26519;67.9;7494;19.2;NO;1701;70;218;344;55;349;665;11;104;112;1406;68;6.4;2071;515;685;245;448;2;230;56;1783;2025;2025;2020;Abril 2026
28131;San Lorenzo de El Escorial;Madrid;Comunidad de Madrid;18872;56.4;334.61;2646;12352;65.5;3944;20.9;NO;637;19;90;160;16;120;232;2;16;33;558;28;5.2;443;103;128;75;130;2;5;5;432;2025;2025;2020;Abril 2026
28132;San Martín de la Vega;Madrid;Comunidad de Madrid;21010;105.93;198.34;3782;14600;69.5;2554;12.2;NO;1067;32;148;203;33;227;424;16;47;96;821;87;7.3;258;91;77;40;42;2;56;33;166;2025;2025;2020;Abril 2026
28133;San Martín de Valdeiglesias;Madrid;Comunidad de Madrid;9324;115.48;80.74;1423;5935;63.7;1944;20.8;SI;571;28;78;142;18;133;172;11;18;72;409;61;9.6;115;30;20;22;40;;2;16;97;2025;2025;2020;Abril 2026
28134;San Sebastián de los Reyes;Madrid;Comunidad de Madrid;96992;58.66;1653.46;16236;65374;67.4;15720;16.2;NO;3268;96;478;774;99;640;1181;11;179;166;2731;181;5.0;2864;521;951;468;867;2;143;137;2580;2025;2025;2020;Abril 2026
28135;Santa María de la Alameda;Madrid;Comunidad de Madrid;1584;74.41;21.29;212;1041;65.7;343;21.7;SI;107;2;11;40;2;16;34;;12;5;88;2;10.3;2;2;2;;;;;2;2;2025;2025;2020;Abril 2026
28136;Santorcaz;Madrid;Comunidad de Madrid;1011;27.98;36.13;127;697;68.9;191;18.9;SI;50;2;8;7;2;8;21;;5;2;39;2;7.2;;;;;;;;;;2025;2025;2020;Abril 2026
28137;Santos de la Humosa, Los;Madrid;Comunidad de Madrid;2867;34.89;82.17;551;2003;69.9;336;11.7;SI;139;2;15;35;9;41;36;2;13;2;116;5;6.9;8;2;0;2;2;;;2;6;2025;2025;2020;Abril 2026
28138;Serna del Monte, La;Madrid;Comunidad de Madrid;110;5.44;20.22;14;71;64.5;25;22.7;SI;2;;;2;0;2;0;;;;2;;2.8;2;0;2;;;;;2;;2025;2025;2020;Abril 2026
28140;Serranillos del Valle;Madrid;Comunidad de Madrid;4670;13.29;351.39;790;3252;69.6;639;13.7;NO;175;14;22;29;8;26;76;2;13;5;143;12;5.4;44;10;13;12;7;;5;5;34;2025;2025;2020;Abril 2026
28141;Sevilla la Nueva;Madrid;Comunidad de Madrid;9802;25.13;390.05;1611;6832;69.7;1380;14.1;NO;372;13;51;79;17;49;163;2;15;28;317;10;5.4;86;21;30;13;17;;;9;77;2025;2025;2020;Abril 2026
28143;Somosierra;Madrid;Comunidad de Madrid;93;20.42;4.55;6;67;72.0;20;21.5;SI;2;;;;;2;2;0;;;2;;3.0;2;0;0;2;0;;;;2;2025;2025;2020;Abril 2026
28144;Soto del Real;Madrid;Comunidad de Madrid;9400;43.21;217.54;1338;6336;67.4;1785;19.0;NO;307;7;41;81;5;58;115;;16;15;263;13;4.8;114;15;31;14;52;;;2;112;2025;2025;2020;Abril 2026
28145;Talamanca de Jarama;Madrid;Comunidad de Madrid;4607;39.36;117.05;837;3096;67.2;688;14.9;NO;191;13;19;51;5;43;60;2;17;7;159;7;6.2;65;13;13;11;27;;14;;51;2025;2025;2020;Abril 2026
28146;Tielmes;Madrid;Comunidad de Madrid;2964;26.88;110.27;457;1969;66.4;514;17.3;NO;196;11;21;44;8;36;76;2;27;13;129;24;10.0;26;2;2;6;12;;2;2;24;2025;2025;2020;Abril 2026
28147;Titulcia;Madrid;Comunidad de Madrid;1389;9.95;139.6;206;941;67.7;251;18.1;NO;88;6;12;18;2;19;31;2;5;6;69;6;9.4;49;2;28;2;17;;2;2;46;2025;2025;2020;Abril 2026
28148;Torrejón de Ardoz;Madrid;Comunidad de Madrid;143526;32.62;4399.94;22775;97738;68.1;23698;16.5;NO;6250;258;812;1304;215;1373;2288;162;518;394;4876;300;6.4;1983;501;511;395;521;2;280;133;1568;2025;2025;2020;Abril 2026
28149;Torrejón de la Calzada;Madrid;Comunidad de Madrid;10653;8.98;1186.3;2124;7199;67.6;1295;12.2;NO;395;22;50;59;23;97;144;5;25;21;314;30;5.5;101;40;24;14;21;2;13;13;74;2025;2025;2020;Abril 2026
28150;Torrejón de Velasco;Madrid;Comunidad de Madrid;4900;52.32;93.65;818;3375;68.9;702;14.3;SI;171;9;17;30;5;30;80;2;10;12;137;11;5.1;26;9;2;9;2;;2;;23;2025;2025;2020;Abril 2026
28151;Torrelaguna;Madrid;Comunidad de Madrid;5081;43.4;117.07;762;3348;65.9;966;19.0;NO;225;2;23;57;7;56;78;2;11;16;182;14;6.7;36;7;9;7;13;;;5;31;2025;2025;2020;Abril 2026
28152;Torrelodones;Madrid;Comunidad de Madrid;25433;21.95;1158.68;4354;16889;66.4;4081;16.0;NO;632;16;73;172;11;72;288;0;29;24;555;24;3.7;378;66;98;65;138;;5;11;362;2025;2025;2020;Abril 2026
28153;Torremocha de Jarama;Madrid;Comunidad de Madrid;1157;18.49;62.57;158;660;57.0;337;29.1;SI;37;2;6;7;2;5;14;2;2;2;28;2;5.6;20;2;2;5;7;;2;2;16;2025;2025;2020;Abril 2026
28154;Torres de la Alameda;Madrid;Comunidad de Madrid;7824;43.79;178.67;1200;5357;68.5;1272;16.3;NO;397;30;59;76;17;74;141;11;54;20;280;32;7.4;96;33;18;15;23;;20;14;62;2025;2025;2020;Abril 2026
28155;Valdaracete;Madrid;Comunidad de Madrid;658;64.31;10.23;80;427;64.9;157;23.9;SI;49;2;2;12;2;7;22;0;2;2;41;2;11.5;10;0;0;9;0;2;;;9;2025;2025;2020;Abril 2026
28156;Valdeavero;Madrid;Comunidad de Madrid;1896;18.79;100.9;337;1262;66.6;293;15.5;NO;91;6;10;21;5;23;26;2;15;8;63;2;7.2;9;6;2;;;2;2;2;2;2025;2025;2020;Abril 2026
28157;Valdelaguna;Madrid;Comunidad de Madrid;1122;42.13;26.63;155;767;68.4;198;17.6;SI;70;2;2;15;8;19;24;0;8;5;54;2;9.1;2;2;0;2;0;;;;2;2025;2025;2020;Abril 2026
28158;Valdemanco;Madrid;Comunidad de Madrid;1097;17.58;62.4;162;718;65.5;239;21.8;SI;42;2;2;12;2;7;17;2;2;2;36;;5.8;6;2;2;2;2;;2;;5;2025;2025;2020;Abril 2026
28159;Valdemaqueda;Madrid;Comunidad de Madrid;870;52.2;16.67;108;563;64.7;200;23.0;SI;58;7;5;18;0;8;20;0;6;5;43;2;10.3;6;2;0;2;2;;;2;2;2025;2025;2020;Abril 2026
28160;Valdemorillo;Madrid;Comunidad de Madrid;14420;93.68;153.93;2307;9881;68.5;2207;15.3;NO;593;25;72;171;5;104;216;6;17;18;529;23;6.0;71;18;14;21;14;;2;10;57;2025;2025;2020;Abril 2026
28161;Valdemoro;Madrid;Comunidad de Madrid;85972;64.17;1339.75;15016;61282;71.3;9780;11.4;NO;3573;170;430;563;140;730;1540;14;243;182;2970;164;5.8;1402;382;333;205;453;2;80;159;1159;2025;2025;2020;Abril 2026
28162;Valdeolmos-Alalpardo;Madrid;Comunidad de Madrid;4626;26.81;172.55;899;3125;67.6;609;13.2;NO;143;5;21;38;2;28;48;2;9;12;111;8;4.6;31;16;2;2;7;2;2;10;18;2025;2025;2020;Abril 2026
28163;Valdepiélagos;Madrid;Comunidad de Madrid;612;17.59;34.79;70;435;71.1;110;18.0;SI;32;0;2;10;2;7;10;;2;2;26;2;7.4;6;2;0;0;2;;2;;5;2025;2025;2020;Abril 2026
28164;Valdetorres de Jarama;Madrid;Comunidad de Madrid;5175;33.52;154.39;771;3528;68.2;910;17.6;NO;264;13;36;61;10;42;102;2;21;11;214;17;7.5;35;11;12;6;2;2;2;;29;2025;2025;2020;Abril 2026
28165;Valdilecha;Madrid;Comunidad de Madrid;3289;42.48;77.42;585;2213;67.3;515;15.7;SI;171;7;23;24;5;44;68;2;19;9;125;16;7.7;34;10;11;6;5;;8;2;23;2025;2025;2020;Abril 2026
28166;Valverde de Alcalá;Madrid;Comunidad de Madrid;565;13.53;41.76;75;400;70.8;92;16.3;SI;26;2;5;2;2;7;7;;2;2;21;2;6.5;2;;;0;2;;;;2;2025;2025;2020;Abril 2026
28167;Velilla de San Antonio;Madrid;Comunidad de Madrid;14468;14.35;1008.22;2355;10471;72.4;1641;11.3;NO;574;33;81;106;13;118;223;2;57;25;471;17;5.5;392;130;97;93;65;;38;13;341;2025;2025;2020;Abril 2026
28168;Vellón, El;Madrid;Comunidad de Madrid;2281;34.14;66.81;350;1566;68.7;357;15.7;SI;132;5;17;34;2;25;47;2;9;10;97;13;8.4;2;0;2;2;2;;;;2;2025;2025;2020;Abril 2026
28169;Venturada;Madrid;Comunidad de Madrid;2622;9.79;267.82;401;1832;69.9;400;15.3;NO;81;2;11;27;2;11;27;;2;9;65;2;4.4;39;20;10;5;2;;2;2;36;2025;2025;2020;Abril 2026
28170;Villaconejos;Madrid;Comunidad de Madrid;3569;32.97;108.25;545;2329;65.3;691;19.4;NO;197;11;22;40;6;43;75;11;13;15;139;19;8.5;35;8;9;5;9;7;;2;27;2025;2025;2020;Abril 2026
28171;Villa del Prado;Madrid;Comunidad de Madrid;7743;78.42;98.74;1251;5085;65.7;1407;18.2;SI;388;27;72;88;18;94;89;26;11;45;279;27;7.6;57;33;6;8;9;24;;13;20;2025;2025;2020;Abril 2026
28172;Villalbilla;Madrid;Comunidad de Madrid;18687;34.63;539.62;3961;12728;68.1;1972;10.6;NO;583;23;70;104;16;144;226;2;67;28;467;20;4.6;88;28;21;24;12;2;21;13;53;2025;2025;2020;Abril 2026
28173;Villamanrique de Tajo;Madrid;Comunidad de Madrid;859;29.32;29.3;104;573;66.7;186;21.7;SI;53;2;6;14;2;8;21;2;2;2;39;6;9.2;2;0;2;;;;;;2;2025;2025;2020;Abril 2026
28174;Villamanta;Madrid;Comunidad de Madrid;2899;63.15;45.91;454;1845;63.6;630;21.7;SI;129;6;22;25;2;29;43;2;11;8;95;11;7.0;17;2;2;2;9;;;2;15;2025;2025;2020;Abril 2026
28175;Villamantilla;Madrid;Comunidad de Madrid;1660;23.99;69.2;326;1161;69.9;187;11.3;SI;84;7;7;20;2;15;33;;2;8;67;6;7.2;7;2;2;2;0;;2;2;2;2025;2025;2020;Abril 2026
28176;Villanueva de la Cañada;Madrid;Comunidad de Madrid;24028;34.92;688.09;4150;16334;68.0;3300;13.7;NO;624;19;82;155;5;127;236;2;14;36;550;21;3.8;272;98;36;85;48;2;5;27;237;2025;2025;2020;Abril 2026
28177;Villanueva del Pardillo;Madrid;Comunidad de Madrid;18466;25.35;728.44;3281;13214;71.6;1920;10.4;NO;540;15;64;134;11;88;228;2;21;26;476;15;4.1;120;46;16;36;21;2;2;8;107;2025;2025;2020;Abril 2026
28178;Villanueva de Perales;Madrid;Comunidad de Madrid;1715;31.18;55.0;293;1232;71.8;237;13.8;SI;84;2;14;16;2;24;25;0;2;8;66;7;6.8;26;2;13;0;11;;2;;25;2025;2025;2020;Abril 2026
28179;Villar del Olmo;Madrid;Comunidad de Madrid;2341;27.62;84.76;345;1617;69.1;371;15.8;SI;107;2;15;25;2;21;42;2;8;7;86;2;6.6;7;5;0;0;2;;;2;6;2025;2025;2020;Abril 2026
28180;Villarejo de Salvanés;Madrid;Comunidad de Madrid;8042;118.62;67.8;1254;5299;65.9;1482;18.4;SI;458;21;59;85;10;100;183;12;78;32;277;59;8.6;229;39;83;36;64;;135;8;86;2025;2025;2020;Abril 2026
28181;Villaviciosa de Odón;Madrid;Comunidad de Madrid;30127;68.05;442.72;4122;19663;65.3;6283;20.9;NO;716;21;94;177;17;112;295;2;55;38;592;30;3.6;402;97;75;116;100;5;16;14;367;2025;2025;2020;Abril 2026
28182;Villavieja del Lozoya;Madrid;Comunidad de Madrid;332;23.29;14.26;45;226;68.1;64;19.3;SI;10;0;2;2;2;0;7;0;0;2;9;;4.4;2;;;0;2;;;;2;2025;2025;2020;Abril 2026
28183;Zarzalejo;Madrid;Comunidad de Madrid;1946;20.63;94.33;318;1263;64.9;356;18.3;SI;117;5;10;38;6;20;38;2;2;8;87;17;9.3;7;2;2;2;2;;2;2;2;2025;2025;2020;Abril 2026
28901;Lozoyuela-Navas-Sieteiglesias;Madrid;Comunidad de Madrid;1468;51.28;28.63;223;960;65.4;292;19.9;SI;61;2;2;15;2;11;27;2;2;7;46;2;6.4;31;7;6;6;10;;;2;30;2025;2025;2020;Abril 2026
28902;Puentes Viejas;Madrid;Comunidad de Madrid;759;58.33;13.01;98;509;67.1;155;20.4;SI;21;2;2;2;2;2;8;;;2;20;;4.1;2;;;2;0;;;;2;2025;2025;2020;Abril 2026
28903;Tres Cantos;Madrid;Comunidad de Madrid;54592;37.93;1439.28;9413;36154;66.2;8939;16.4;NO;1380;24;209;317;22;246;562;7;59;32;1237;45;3.8;1691;382;606;284;382;;143;80;1468;2025;2025;2020;Abril 2026
29001;Alameda;Málaga;Andalucía;5426;65.11;83.34;790;3666;67.6;978;18.0;SI;239;14;27;61;23;64;50;33;12;44;125;25;6.5;220;28;104;16;69;59;18;56;87;2025;2025;2020;Abril 2026
29002;Alcaucín;Málaga;Andalucía;2671;45.19;59.11;303;1494;55.9;916;34.3;SI;135;5;18;37;7;26;42;7;12;9;94;13;9.0;34;5;15;2;10;6;2;2;25;2025;2025;2020;Abril 2026
29003;Alfarnate;Málaga;Andalucía;1034;34.0;30.41;99;607;58.7;330;31.9;SI;31;;5;8;2;11;6;5;2;2;19;2;5.1;46;12;14;0;20;27;;;19;2025;2025;2020;Abril 2026
29004;Alfarnatejo;Málaga;Andalucía;358;20.36;17.58;27;229;64.0;107;29.9;SI;25;2;2;10;2;2;5;5;;2;14;5;10.9;45;11;19;2;11;2;2;2;38;2025;2025;2020;Abril 2026
29005;Algarrobo;Málaga;Andalucía;7103;9.74;729.26;994;4615;65.0;1487;20.9;NO;365;25;50;97;20;74;99;31;7;55;227;45;7.9;162;47;27;27;60;51;2;23;85;2025;2025;2020;Abril 2026
29006;Algatocín;Málaga;Andalucía;816;19.71;41.4;77;537;65.8;201;24.6;SI;55;2;9;15;2;2;23;2;0;13;33;6;10.2;25;8;9;2;6;5;2;12;7;2025;2025;2020;Abril 2026
29007;Alhaurín de la Torre;Málaga;Andalucía;45066;82.7;544.93;7967;30671;68.1;6686;14.8;NO;2513;157;329;430;125;469;1003;33;139;168;1871;302;8.2;808;308;125;200;146;37;14;45;712;2025;2025;2020;Abril 2026
29008;Alhaurín el Grande;Málaga;Andalucía;27552;73.1;376.91;4761;18296;66.4;4553;16.5;NO;1948;100;200;370;76;463;739;49;140;267;1206;286;10.6;460;64;174;54;160;11;31;56;362;2025;2025;2020;Abril 2026
29009;Almáchar;Málaga;Andalucía;1959;14.4;136.04;257;1274;65.0;427;21.8;NO;143;13;18;47;11;32;22;0;2;35;56;50;11.2;42;0;25;2;16;9;;21;12;2025;2025;2020;Abril 2026
29010;Almargen;Málaga;Andalucía;1876;34.37;54.58;221;1221;65.1;443;23.6;SI;95;6;12;20;2;22;32;16;8;0;64;7;7.8;72;18;30;2;22;26;7;2;36;2025;2025;2020;Abril 2026
29011;Almogía;Málaga;Andalucía;4269;162.89;26.21;593;2838;66.5;832;19.5;SI;253;9;37;59;6;42;100;7;16;61;145;24;8.9;12;2;2;2;2;2;;2;8;2025;2025;2020;Abril 2026
29012;Álora;Málaga;Andalucía;13650;169.62;80.47;1819;9037;66.2;2783;20.4;SI;1129;43;150;246;51;241;398;58;36;143;786;106;12.5;232;46;63;25;96;39;2;37;155;2025;2025;2020;Abril 2026
29013;Alozaina;Málaga;Andalucía;2127;33.85;62.84;261;1365;64.2;504;23.7;SI;180;11;14;44;7;34;70;10;15;19;112;24;13.2;22;5;2;6;8;5;2;2;14;2025;2025;2020;Abril 2026
29014;Alpandeire;Málaga;Andalucía;242;31.24;7.75;22;143;59.1;76;31.4;SI;11;0;2;5;;0;2;2;;2;6;;7.7;2;;;0;2;;;;2;2025;2025;2020;Abril 2026
29015;Antequera;Málaga;Andalucía;41849;748.49;55.91;6171;27636;66.0;8016;19.2;NO;2414;127;307;449;99;571;861;172;211;204;1596;231;8.7;1642;255;647;188;505;527;166;190;759;2025;2025;2020;Abril 2026
29016;Árchez;Málaga;Andalucía;441;4.8;91.88;41;281;63.7;122;27.7;SI;23;;8;11;0;2;2;2;;14;6;2;8.2;10;2;2;2;2;2;;7;2;2025;2025;2020;Abril 2026
29017;Archidona;Málaga;Andalucía;8105;186.46;43.47;1131;5209;64.3;1758;21.7;SI;439;33;55;74;17;106;154;55;24;32;280;48;8.4;808;33;576;14;176;650;7;19;132;2025;2025;2020;Abril 2026
29018;Ardales;Málaga;Andalucía;2524;106.46;23.71;345;1658;65.7;517;20.5;SI;151;6;23;34;8;41;39;9;2;28;104;8;9.1;71;14;22;6;28;9;5;24;33;2025;2025;2020;Abril 2026
29019;Arenas;Málaga;Andalucía;1291;26.3;49.09;163;795;61.6;359;27.8;SI;60;2;11;26;2;13;7;2;2;12;37;2;7.5;23;2;12;2;7;8;;2;14;2025;2025;2020;Abril 2026
29020;Arriate;Málaga;Andalucía;4049;8.27;489.6;545;2683;66.3;819;20.2;NO;223;6;32;54;7;45;79;13;13;23;159;15;8.3;40;8;10;6;15;2;2;7;30;2025;2025;2020;Abril 2026
29021;Atajate;Málaga;Andalucía;168;10.9;15.41;19;115;68.5;42;25.0;SI;17;;2;5;;5;2;;;2;14;0;14.8;8;0;5;0;2;;;8;;2025;2025;2020;Abril 2026
29022;Benadalid;Málaga;Andalucía;226;20.67;10.93;15;145;64.2;64;28.3;SI;21;2;0;6;2;2;10;2;;2;13;6;14.5;6;0;2;0;2;;;;6;2025;2025;2020;Abril 2026
29023;Benahavís;Málaga;Andalucía;9472;145.39;65.15;1926;6535;69.0;1304;13.8;SI;170;2;20;39;2;45;61;2;5;16;140;7;2.6;110;70;12;18;6;2;2;54;54;2025;2025;2020;Abril 2026
29024;Benalauría;Málaga;Andalucía;460;19.75;23.29;55;310;67.4;99;21.5;SI;33;2;5;12;2;2;12;2;2;5;20;2;10.6;29;7;15;2;2;11;2;2;15;2025;2025;2020;Abril 2026
29025;Benalmádena;Málaga;Andalucía;78338;26.93;2908.95;11962;53143;67.8;13682;17.5;NO;3916;152;481;910;94;728;1551;26;113;267;3162;348;7.4;1529;441;296;410;351;;12;96;1421;2025;2025;2020;Abril 2026
29026;Benamargosa;Málaga;Andalucía;1560;12.12;128.71;190;980;62.8;392;25.1;NO;49;2;5;14;2;12;14;7;2;2;34;6;5.0;42;20;10;5;7;2;;2;36;2025;2025;2020;Abril 2026
29027;Benamocarra;Málaga;Andalucía;3200;5.74;557.49;545;2109;65.9;532;16.6;NO;120;7;18;31;5;25;34;16;2;7;77;16;5.7;62;2;30;2;26;37;;5;20;2025;2025;2020;Abril 2026
29028;Benaoján;Málaga;Andalucía;1427;32.0;44.59;176;930;65.2;323;22.6;SI;128;5;12;35;2;33;40;9;15;7;91;6;13.8;40;2;11;2;22;;10;;30;2025;2025;2020;Abril 2026
29029;Benarrabá;Málaga;Andalucía;457;24.9;18.35;47;286;62.6;126;27.6;SI;24;2;6;7;;2;6;2;2;2;19;;8.4;9;2;2;2;2;;2;;8;2025;2025;2020;Abril 2026
29030;Borge, El;Málaga;Andalucía;958;24.39;39.28;111;609;63.6;231;24.1;SI;46;0;7;20;0;5;14;2;;5;39;2;7.6;18;2;9;2;7;2;;7;10;2025;2025;2020;Abril 2026
29031;Burgo, El;Málaga;Andalucía;1761;118.35;14.88;194;1106;62.8;458;26.0;SI;130;6;10;28;2;32;50;7;2;21;93;7;11.8;42;31;0;6;2;32;2;2;5;2025;2025;2020;Abril 2026
